420.937	1193.94	2576.91	
451.511	1255.25	2563.1	
214.108	855.042	2020.05	
184.504	804.734	1901.25	
58.5305	500.85	1451.06	
60.1864	494.037	1445.41	
381.826	1119.2	2448.25	
423.118	1226.17	2607.05	
203.879	858.042	1984	
225.125	789.025	1964.67	
69.3855	539.841	1502.63	
58.0022	443.17	1381.29	
327.656	1017.78	2350.4	
384.771	1146.98	2521.88	
145.492	729.296	1884.63	
188.18	860.536	1960.42	
70.2905	466.329	1385.43	
43.5466	472.851	1424.97	
